1.089369756357295049e+00,-4.368275099625766877e-01
1.538230342211303281e+00,1.031316408394089557e+00
5.013904582767918505e-01,1.547306887036095091e-01
5.717913808137293774e-01,3.390956745931475447e-01
1.704790175682612707e+00,1.997721651111749708e+00
1.950012987213175064e+00,3.356260420812053447e+00
1.769706586982211061e+00,7.732121915317399230e-01
7.190156878738045432e-01,2.799087524188687004e-01
1.197717891751494346e+00,-8.362872726511749732e-02
7.095912233145995618e-01,4.078668017624065278e-01
6.803804307412915087e-01,-1.548937432729224906e-02
3.561619790116097306e-01,8.007124441453918884e-01
4.753884172481008807e-01,-3.088288956496135773e-01
8.972456492155056473e-02,1.106800527406450296e+00
1.010862859271578484e+00,-4.139029111136888761e-01
7.525049085947259631e-01,3.190762616116620820e-01
1.185610801951773263e+00,-4.461396522170216206e-03
1.259883751174994737e+00,7.731726071253490762e-01
2.852006288925670319e-01,1.488426175424262698e+00
1.867682598932838056e+00,1.828032209077790071e+00
1.892759761618202585e+00,4.038200936200087021e+00
1.204593315461731207e+00,2.880001129950550132e-01
7.755325606532614824e-01,2.530840054981752241e-01
7.263760082186996314e-01,-2.641960511158131242e-02
4.086905537372884645e-01,-2.197835637678506870e-01
5.535301227926703316e-01,-2.762619960802625840e-03
4.930717624070992677e-01,3.286862667100665103e-01
3.472160034804101514e-01,1.050564755312401788e+00
1.933219388974647179e+00,2.062854832893103563e+00
1.914025200705596230e+00,1.887220643689312638e+00
1.195947368657841459e+00,-3.636016023640091521e-02
1.462601506119845185e+00,2.294401806528331145e-01
6.807704456748722155e-01,-3.201228191563431080e-01
1.841112067544772302e-01,8.323476298812416685e-01
9.269960378742954088e-01,-2.911096082856960421e-01
1.017397786476387900e+00,5.633883584536115707e-01
1.769203460057815480e-01,1.260843244492146464e+00
1.056070446636094839e+00,-1.128114427775150030e+00
1.984316073021056503e+00,2.717353262088566090e+00
7.900718635164591941e-01,-3.124552073075229086e-03
6.711928834371365671e-01,7.889698429623890341e-01
1.610901074658559473e+00,6.609616498888186698e-01
1.508697989164707209e+00,5.117150168589341686e-01
6.261328831770194281e-01,8.010240790319969051e-01
1.268073365924550222e+00,7.429757907042365828e-01
1.080809150601432789e+00,3.646801836769839045e-01
5.935875017600293901e-01,-3.787377748542306577e-01
2.215758023648914943e-01,1.501360694677684959e+00
6.252805957514862012e-01,1.382315177951834451e-01
9.139582600985316496e-01,-1.739043043719233905e-01
1.317880140452393878e+00,4.643912563919717629e-01
5.085150356354362078e-01,1.092103806130270360e+00
1.282202517401403341e+00,3.025040832801455526e-01
4.002472144368063312e-01,4.848403538829000881e-01
1.315249611057967449e+00,6.458613863630716656e-01
1.556578430899697052e+00,1.941660449583978654e+00
1.559196797221499287e+00,3.304623246502984002e-01
1.220656306418787640e+00,1.640332806577134983e-01
6.180006970488043372e-01,1.505820288614021729e+00
1.395469815025911942e+00,5.764420022383877074e-01
1.719236591458130237e+00,4.642473607476236275e-01
1.250647515513615193e+00,7.801210938862893629e-01
1.964815659219099286e+00,2.537061615784645952e+00
1.953000254031710625e+00,2.046783818048110604e+00
3.333882623977162396e-01,9.102699379379743938e-01
4.635627295680722071e-02,8.023766026369325566e-01
3.214890970141632831e-01,4.072382853064738795e-01
1.846993650518174768e+00,1.774108032206267671e+00
1.907099699759067901e+00,2.803610655208361280e+00
4.219568374368927177e-01,4.877199322134560533e-01
7.210505016292163560e-01,8.926878616171431968e-01
1.098750523255344280e+00,2.052718891279037561e-01
5.436616983539441783e-01,8.114320213715814356e-02
9.212032421497002854e-01,5.330949861274225654e-01
1.392323129646770630e+00,9.176582404003871263e-01
1.000711793349730039e+00,-1.066454173293683638e+00
1.432141981128672192e+00,8.337966347955383384e-01
1.051911872459557973e+00,-1.370608557365602109e-01
2.798046238087659177e-03,1.237399852241002129e+00
7.894005733796709556e-01,3.133640503630218399e-01
9.843339398022998843e-01,1.354987979717444890e+00
8.057606627582842851e-01,1.077672458187827420e+00
7.085966002126411478e-01,5.187887979129119920e-01
1.001228638885906408e+00,-2.948512724121393203e-01
8.903532576622765760e-01,-3.839858139616456612e-01
1.808655763928717075e-01,7.038901739649786604e-01
5.471258400548812961e-01,5.708315324968540327e-01
1.886954195485453845e+00,2.137742403526379231e+00
5.308928266788393024e-02,5.162108650522023723e-01
7.999737928130157272e-02,1.693772418155222503e+00
5.662807194396390909e-01,-2.517075846621547597e-01
1.164688340433537750e+00,4.377324662872074112e-01
1.981785605849654130e+00,2.274432034101832478e+00
1.985284474805936172e+00,2.986256109529608960e+00
1.986234744962089627e+00,2.466722596895086994e+00
2.200966619331259366e-01,8.009270670863738451e-01
1.328962891927880197e+00,-2.270517587450109342e-01
1.047973668976625694e+00,-9.358439685407583530e-01
3.462998196174620347e-01,6.664774880095873932e-01
1.885920489830051450e+00,1.990783315770745521e+00
4.837201719525046073e-01,3.691605018853397202e-01
1.997864537686423914e+00,4.571769817044286199e+00
1.165387630299797417e+00,1.726331754451399636e+00
3.665580012611515670e-01,1.350015709528550101e+00
7.736908438355805107e-01,5.972891715933335011e-01
3.793470578242992275e-01,1.453599986214874740e+00
8.215413460506200138e-01,-1.100602923053894677e-01
1.189360137803410877e+00,3.278797040135716934e-01
1.433172186256679748e+00,-8.235712803557615480e-02
9.737829647382469922e-01,2.898236760154792035e-01
6.191796355334091562e-01,2.780825746321317626e-01
1.154882745655694709e+00,2.435871842792432795e-01
8.834156391374858863e-01,6.929646007459580037e-01
7.193562052010724628e-01,9.713137044658124442e-01
6.426638640176272066e-01,5.324642773781340654e-02
4.164144803920453164e-01,5.441675101467301490e-01
9.025172481236687361e-01,7.919439576724719432e-01
9.836858205281078238e-01,-5.341662555380167349e-02
1.798152629587422391e+00,2.284255252014375515e+00
1.458720922058882374e+00,9.612119560483138869e-01
1.540179545839390984e+00,7.855338977028194503e-01
7.508784951239764194e-01,-5.536268598882605474e-01
6.874790704707687272e-01,2.840072751814390895e-01
1.310070411998644824e+00,8.204293552443826520e-01
1.422075986420995086e+00,1.990670426982032726e-01
2.270751504373524909e-01,1.647340740973989304e-01
2.660573787471500751e-01,8.062366832067469069e-01
9.120781152122479085e-01,1.901272640104328671e-01
3.194724603170202570e-01,5.450327362541160792e-01
1.923283807549291513e+00,2.229139422859420350e+00
1.675231489723619571e+00,9.272938642418324662e-01
1.040321374075846572e+00,-4.613064175134720668e-01
4.365445154563087904e-01,6.552853549837267533e-01
2.698374450647975653e-01,-9.561489876427353707e-04
1.958140690967737685e+00,1.859880973024019113e+00
1.414086991378286307e+00,4.932380543604489298e-01
1.719951113891326155e+00,2.476074554686956475e+00
7.743452556572780754e-01,1.451016578278452540e+00
5.016680396634496386e-01,-6.135156777992616384e-01
5.988760378894044667e-01,5.271663062722895532e-01
1.713791056810031410e+00,1.654256817910835453e+00
9.459679811364420932e-01,4.875534393964637281e-01
1.326554094032256437e+00,8.749611569181673376e-01
1.611457214873570409e+00,8.663061473752113884e-01
5.059610092994482056e-01,2.414316967844434281e-01
1.591468779406497447e-01,8.245747919624970557e-01
1.465521210031430321e+00,7.744472851451760231e-01
1.922794955007210982e+00,1.510423813934694159e+00
1.907609468335325520e+00,2.112915354366120546e+00
9.809981037677992788e-01,-5.809026280233168249e-01
1.264384128865510215e+00,1.476902256981612871e-01
1.465990039675984624e+00,7.010174827680073495e-01
1.804819006495932410e+00,1.633527480870455406e+00
3.244938374964001504e-01,1.034615599805375874e+00
8.117626447351224961e-01,-5.910191697398178845e-02

